event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SAF18805,"22 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,Amajuba,Newcastle,Newcastle,-27.7552,29.9346,1,"Northern Natal News",Subnational,"On 22 March 2023, for the second day, students marched to the Majuba TVET College's head office in Newcastle (Amajuba, KwaZulu-Natal) to protest issues related to the National Student Financial Aid Scheme (NSFAS).",0,"crowd size=no report",1679931186
SAF18806,"22 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg",Johannesburg,-26.2023,28.0436,1,"Alberton Record; News24 (South Africa)",Subnational-National,"On 22 March 2023, Southern Suburbs Community Forum members picketed outside the Johannesburg Water Southdale Depot in Johannesburg (City of Johannesburg, Gauteng) against water outages.",0,"crowd size=no report",1679931186
SAF18808,"22 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","North West","Ngaka Modiri Molema","Ramotshere Moiloa",Zeerust,-25.5333,26.08,2,"Daily Sun (South Africa)",National,"On 22 March 2023, Taletso TVET College students staged a protest in Lehurutshe near Zeerust (Ramotshere Moiloa, Ngaka Modiri Molema, North West), demanding quality food from the service provider, access to water and toilets, and improvements to the infrastructure.",0,"crowd size=no report",1679931186
SAF18809,"22 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","WFP: Women on Farms Project; Farmers (South Africa); Women (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","Cape Winelands",Drakenstein,Paarl,-33.7338,18.9752,1,"Daily News (South Africa); GroundUp",National,"On 22 March 2023, about 250 women farmers marched to the Labour Centre in Paarl (Drakenstein, Cape Winelands, Western Cape), demanding improvements in the living and working conditions for farmers. The protest was organized by the Women On Farms Project (WFP), coinciding with the release of the organization's independent research findings on the living and working conditions of farmers at Fairtrade-certified wine farms.",0,"crowd size=about 250",1679931186
SAF18807,"22 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Labor Group (South Africa); SAMWU: South African Municipal Workers Union",5,,,0,50,,710,"Southern Africa","South Africa",KwaZulu-Natal,Uthukela,"Alfred Duma",Ladysmith,-28.5587,29.779,1,"Northern Natal News",Subnational,"On 22 March 2023, striking municipality workers organized by SAMWU burnt tires outside the uThukela offices in Ladysmith (Alfred Duma, Uthukela, KwaZulu-Natal), demanding the municipal manager's resignation over corruption allegations. Demonstrators alleged that only the staff affiliated with the IFP were receiving wages.",0,"crowd size=no report",1680542328
SAF18843,"22 March 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)","Vigilante Group (South Africa)",5,"Civilians (South Africa)",,7,57,"Civilian targeting",710,"Southern Africa","South Africa",Gauteng,Ekurhuleni,Ekurhuleni,Brakpan,-26.2366,28.3694,1,"Brakpan Herald",Subnational,"On 22 March 2023, a mob assaulted four theft suspects and destroyed a shack at the Mgongo informal settlement in Brakpan (Ekurhuleni, Gauteng). Police rescued the suspects and took them to a hospital.",0,"crowd size=no report",1680542328
SAF18844,"22 March 2023",2023,2,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Nelson Mandela Bay","Nelson Mandela Bay",Summerstrand,-33.9918,25.6572,1,"Herald (South Africa)",Subnational,"Around 22 March 2023 (week of), students staged a protest at Nelson Mandela University's north and south campuses in Summerstrand (Nelson Mandela Bay, Eastern Cape), demanding accommodation, living allowance funding from the National Student Financial Aid Scheme, and tuition grant money.",0,"crowd size=no report",1680542328
SAF18804,"22 March 2023",2023,2,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa",KwaZulu-Natal,Umgungundlovu,"The Msunduzi",Pietermaritzburg,-29.6167,30.3833,1,"Citizen (South Africa)",National,"Around 22 March 2023 (as reported), Ward 15 residents barricaded the entrances of Mkondeni Eskom offices with burning tires in Pietermaritzburg (The Msunduzi, Umgungundlovu, KwaZulu-Natal) against the electricity issues in their area and demanding a new transformer.",0,"crowd size=no report",1680570815
SAF18799,"21 March 2023",2023,2,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","PAC: Pan African Congress",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,Sedibeng,Emfuleni,Sharpeville,-26.6842,27.8743,1,"Daily Sun (South Africa)",National,"Around 21 March 2023 (as reported), PAC members and several political parties set fire to a homemade coffin outside the Sharpeville Monument (Emfuleni, Sedibeng, Gauteng) in a demonstration, demanding compensation for survivors and victims. The protesters were demanding compensation for both survivors and victims of the massacre that took place in 1960. Several political parties (unspecified) participated in the protest as a way to commemorate the anniversary of the massacre.",0,"crowd size=several",1679931186
SAF18801,"21 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Green Connection; Extinction Rebellion; Greenpeace; 350.org; Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,"Daily News (South Africa); EWN",National,"On 21 March 2023, over 200 climate change activists and students marched to the Parliament in Cape Town (City of Cape Town, Western Cape), calling for the replacement of coal with renewable energy sources. Green Connection, Project 90, Extinction Rebellion, Greenpeace, Feed the Future, 350.org, Environmental Monitoring Group, and African Alliance climate joined the protest.",0,"crowd size=over 200",1679931186
SAF18802,"21 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Dunoon",-33.8184,18.5422,1,"Daily News (South Africa); GroundUp",National,"On 21 March 2023, informal settlement residents barricaded roads with stones and burning tires in Cape Town - Dunoon (City of Cape Town, Western Cape) against the municipality's decision to demolish unoccupied shacks in the area. Rioters threw stones at the police, who responded by firing tear gas and rubber bullets.",0,"crowd size=no report",1679931186
SAF18803,"21 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,Amajuba,Newcastle,Newcastle,-27.7552,29.9346,1,"Northern Natal News",Subnational,"On 21 March 2023, students marched to the Majuba TVET College's head office in Newcastle (Amajuba, KwaZulu-Natal) to protest issues related to the National Student Financial Aid Scheme (NSFAS).",0,"crowd size=no report",1679931186
SAF18800,"21 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,"Civilians (South Africa)",,7,57,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Mitchells Plain",-34.0534,18.6237,1,"Daily News (South Africa); News24 (South Africa)",National,"On 21 March 2023, Pacific informal settlement residents barricaded roads with burning tires and debris in Cape Town - Mitchells Plain (City of Cape Town, Western Cape) after the municipality disconnected illegal power connections in the area. Rioters pelted stones at passing vehicles and petrol bombs at municipality officers. No injuries reported.",0,"crowd size=no report",1680570815
SAF18715,"20 March 2023",2023,1,Demonstrations,Protests,"Protest with intervention","Protesters (South Africa)","EFF: Economic Freedom Fighters",6,"Police Forces of South Africa (1994-)",,1,16,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,"Daily News (South Africa); Herald (South Africa); News24 (South Africa); Sowetan (South Africa)",National,"On 20 March 2023, about 400 EFF members marched to the Parliament in Cape Town (City of Cape Town, Western Cape) against load shedding, unemployment, crime, and gender-based violence. The strike was part of a national shutdown demanding the President's resignation. Protesters attempted to intimidate fuel station workers at Parklands. Police arrested one person.",0,"crowd size=about 400",1679931186
SAF18716,"20 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","EFF: Economic Freedom Fighters",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Khayelitsha",-34.0393,18.6792,1,"Daily News (South Africa)",National,"On 20 March 2023, for the second day, EFF staged a demonstration in Cape Town - Khayelitsha (City of Cape Town, Western Cape) against load shedding, unemployment, crime, and gender-based violence. The strike was part of a national shutdown demanding the President's resignation. Demonstrators attempted to burn debris.",0,"crowd size=no report",1679931186
SAF18717,"20 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","EFF: Economic Freedom Fighters",5,,,0,50,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Delft",-33.9656,18.6444,1,"Daily News (South Africa)",National,"On 20 March 2023, for the second day, EFF attempted to burn debris and pelted stones during a demonstration in Cape Town - Delft (City of Cape Town, Western Cape) against load shedding, unemployment, crime, and gender-based violence. The strike was part of a national shutdown demanding the President's resignation.",0,"crowd size=no report",1679931186
SAF18718,"20 March 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","EFF: Economic Freedom Fighters",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Dunoon",-33.8184,18.5422,1,"Daily News (South Africa)",National,"On 20 March 2023, for the second day, EFF staged a demonstration in Cape Town - Dunoon (City of Cape Town, Western Cape) against load shedding, unemployment, crime, and gender-based violence. The strike was part of a national shutdown demanding the President's resignation. Demonstrators attempted to burn debris.",0,"crowd size=no report",1679931186
SAF18719,"20 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","EFF: Economic Freedom Fighters",5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Mowbray",-33.9333,18.4667,1,"Daily News (South Africa); SABC News",National,"On 20 March 2023, 100 EFF members staged a demonstration at the Main Road towards Cape Town - Mowbray (City of Cape Town, Western Cape) against load shedding, unemployment, crime, and gender-based violence. The strike was part of a national shutdown demanding the President's resignation. There are reports that rioters pelted stones at buses on Klipfontein road. Police dispersed the crowd (means unspecified). No injuries reported.",0,"crowd size=100",1679931186
SAF18720,"20 March 2023",2023,1,Demonstrations,Protests,"Protest with intervention","Protesters (South Africa)","EFF: Economic Freedom Fighters",6,"Police Forces of South Africa (1994-)",,1,16,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Matroosfontein",-33.9406,18.5745,1,"Daily News (South Africa); EWN; News24 (South Africa); SABC News",National,"On 20 March 2023, around 100 EFF members gathered at Borcherds Quarry road in Cape Town - Matroosfontein (City of Cape Town, Western Cape) against load shedding, unemployment, crime, and gender-based violence. The strike was part of a national shutdown demanding the President's resignation. Police fired gas canisters to disperse the crowd.",0,"crowd size=around 100",1679931186
SAF18721,"20 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","EFF: Economic Freedom Fighters",5,,,0,50,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Goodwood",-33.9115,18.5512,1,"Daily News (South Africa)",National,"On 20 March 2023, EFF pelted stones during a demonstration in Cape Town - Goodwood (City of Cape Town, Western Cape) against load shedding, unemployment, crime, and gender-based violence. The strike was part of a national shutdown demanding the President's resignation.",0,"crowd size=no report",1679931186
SAF18722,"20 March 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","EFF: Economic Freedom Fighters",5,,,0,50,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Kraaifontein",-33.8481,18.7172,1,"Daily News (South Africa)",National,"On 20 March 2023, EFF pelted stones during a demonstration in Cape Town - Kraaifontein (City of Cape Town, Western Cape) against load shedding, unemployment, crime, and gender-based violence. The strike was part of a national shutdown demanding the President's resignation.",0,"crowd size=no report",1679931186
